Uniprot: Q80ZN4, Affymetrix: 1431619_a_at, GeneID: DTNBP1
Uniprot: Q3TR36, Affymetrix: 1441772_at, GeneID: P2RX4
Uniprot: Q9WUN9, Affymetrix: 1441772_at, GeneID: P2RX4
Uniprot: P17426, Affymetrix: 1460724_at, GeneID: AP2A1
Uniprot: Q8VCU3, Affymetrix: 1455376_at, GeneID: 1300010F03RIK
Uniprot: Q6ZQ94, Affymetrix: 1455376_at, GeneID: 1300010F03RIK
Uniprot: Q9DBH4, Affymetrix: 1455376_at, GeneID: 1300010F03RIK
Uniprot: Q8CC88, Affymetrix: 1455376_at, GeneID: 1300010F03RIK
Uniprot: Q3U4P9, Affymetrix: 1455376_at, GeneID: 1300010F03RIK
Uniprot: Q3U2P5, Affymetrix: 1455376_at, GeneID: 1300010F03RIK
Uniprot: Q8CDH8, Affymetrix: 1455376_at, GeneID: 1300010F03RIK
Uniprot: Q8BVZ3, Affymetrix: 1424129_at, GeneID: MFSD1
Uniprot: Q3TAG9, Affymetrix: 1424129_at, GeneID: MFSD1
Uniprot: Q3UWU0, Affymetrix: 1424129_at, GeneID: MFSD1
Uniprot: Q9DC37, Affymetrix: 1424129_at, GeneID: MFSD1
Uniprot: Q91VZ4, Affymetrix: 1416705_at, GeneID: RPE
Uniprot: Q8VEE0, Affymetrix: 1416705_at, GeneID: RPE
Uniprot: Q3UDM8, Affymetrix: 1416705_at, GeneID: RPE
Uniprot: Q9CQZ3, Affymetrix: 1416705_at, GeneID: RPE
Uniprot: Q9BSB5, Affymetrix: 1416705_at, GeneID: RPE
Uniprot: Q62505, Affymetrix: 1416705_at, GeneID: RPE
Uniprot: B2KGE9, Affymetrix: 1416705_at, GeneID: RPE
Uniprot: Q8C130, Affymetrix: 1416705_at, GeneID: RPE
Uniprot: Q7TNW3, Affymetrix: 1450198_at, GeneID: DUSP13
Uniprot: Q9DA25, Affymetrix: 1450198_at, GeneID: DUSP13
Uniprot: Q6B8I0, Affymetrix: 1450198_at, GeneID: DUSP13
Uniprot: Q497R2, Affymetrix: 1450198_at, GeneID: DUSP13
Uniprot: Q9QYJ7, Affymetrix: 1450198_at, GeneID: DUSP13
Uniprot: Q3TZL1, Affymetrix: 1429714_at, GeneID: SUMF2
Uniprot: Q3TM08, Affymetrix: 1429714_at, GeneID: SUMF2
Uniprot: Q9CZ47, Affymetrix: 1429714_at, GeneID: SUMF2
Uniprot: Q3UUL0, Affymetrix: 1429714_at, GeneID: SUMF2
Uniprot: Q8BPG6, Affymetrix: 1429714_at, GeneID: SUMF2
Uniprot: Q0VDW5, Affymetrix: 1429714_at, GeneID: SUMF2
Uniprot: Q3UYN1, Affymetrix: 1423044_at, GeneID: PROSC
Uniprot: Q9Z2Y8, Affymetrix: 1423044_at, GeneID: PROSC
Uniprot: Q80ZV3, Affymetrix: 1423044_at, GeneID: PROSC
Uniprot: Q6P8V7, Affymetrix: 1423044_at, GeneID: PROSC
Uniprot: Q544R1, Affymetrix: 1423044_at, GeneID: PROSC
Uniprot: Q9D9Z8, Affymetrix: 1423044_at, GeneID: PROSC
Uniprot: Q8BMA3, Affymetrix: 1433983_at, GeneID: CNKSR3
Uniprot: Q3UDS2, Affymetrix: 1433983_at, GeneID: CNKSR3
Uniprot: Q8K2K0, Affymetrix: 1433983_at, GeneID: CNKSR3
Uniprot: Q8BK88, Affymetrix: 1444811_at, GeneID: SEC62
Uniprot: Q05DA2, Affymetrix: 1444811_at, GeneID: SEC62
Uniprot: Q8BU14, Affymetrix: 1444811_at, GeneID: SEC62
Uniprot: Q8CIK3, Affymetrix: 1444811_at, GeneID: SEC62
Uniprot: Q6NX81, Affymetrix: 1444811_at, GeneID: SEC62
Uniprot: Q9CRY0, Affymetrix: 1444811_at, GeneID: SEC62
Uniprot: Q8BLQ0, Affymetrix: 1440676_at, GeneID: FAM124B
Uniprot: Q8C797, Affymetrix: 1435752_s_at, GeneID: ABCC9
Uniprot: O08920, Affymetrix: 1435752_s_at, GeneID: ABCC9
Uniprot: O08902, Affymetrix: 1435752_s_at, GeneID: ABCC9
Uniprot: Q504N3, Affymetrix: 1435752_s_at, GeneID: ABCC9
Uniprot: P70171, Affymetrix: 1435752_s_at, GeneID: ABCC9
Uniprot: P70170, Affymetrix: 1435752_s_at, GeneID: ABCC9
Uniprot: O35464, Affymetrix: 1421414_a_at, GeneID: SEMA6A
Uniprot: Q6P5A8, Affymetrix: 1421414_a_at, GeneID: SEMA6A
Uniprot: Q8BUT0, Affymetrix: 1421414_a_at, GeneID: SEMA6A
Uniprot: Q6PCN9, Affymetrix: 1421414_a_at, GeneID: SEMA6A
Uniprot: Q9EQ71, Affymetrix: 1421414_a_at, GeneID: SEMA6A
Uniprot: Q8BXZ7, Affymetrix: 1421414_a_at, GeneID: SEMA6A
Uniprot: Q6ZQK2, Affymetrix: 1434998_at, GeneID: IQGAP1
Uniprot: Q3TR56, Affymetrix: 1434998_at, GeneID: IQGAP1
Uniprot: Q8CGH5, Affymetrix: 1434998_at, GeneID: IQGAP1
Uniprot: Q9JKF1, Affymetrix: 1434998_at, GeneID: IQGAP1
Uniprot: Q8CC64, Affymetrix: 1434998_at, GeneID: IQGAP1
Uniprot: Q05CQ4, Affymetrix: 1434998_at, GeneID: IQGAP1
Uniprot: Q9D408, Affymetrix: 1434998_at, GeneID: IQGAP1
Uniprot: Q80UW7, Affymetrix: 1434998_at, GeneID: IQGAP1
Uniprot: Q8CDT3, Affymetrix: 1434998_at, GeneID: IQGAP1
Uniprot: Q3TPD2, Affymetrix: 1434998_at, GeneID: IQGAP1
Uniprot: Q3TU98, Affymetrix: 1434998_at, GeneID: IQGAP1
Uniprot: Q8CDW9, Affymetrix: 1434998_at, GeneID: IQGAP1
Uniprot: Q8BPA6, Affymetrix: 1434998_at, GeneID: IQGAP1
Uniprot: Q8BQB6, Affymetrix: 1439963_x_at, GeneID: FAM154B
Uniprot: Q8CAI4, Affymetrix: 1439963_x_at, GeneID: FAM154B
Uniprot: Q3TUY1, Affymetrix: 1416044_at, GeneID: FLII
Uniprot: Q8VI44, Affymetrix: 1416044_at, GeneID: FLII
Uniprot: Q8K095, Affymetrix: 1416044_at, GeneID: FLII
Uniprot: Q9JJ28, Affymetrix: 1416044_at, GeneID: FLII
Uniprot: Q80U07, Affymetrix: 1418128_at, GeneID: ADCY6
Uniprot: Q01341, Affymetrix: 1418128_at, GeneID: ADCY6
Uniprot: Q9CTI2, Affymetrix: 1429354_at, GeneID: THEM5
Uniprot: Q9CQJ0, Affymetrix: 1429354_at, GeneID: THEM5
Uniprot: Q8BPT3, Affymetrix: 1439713_at, GeneID: ITGA1
Uniprot: Q3URV2, Affymetrix: 1439713_at, GeneID: ITGA1
Uniprot: Q3V3R4, Affymetrix: 1439713_at, GeneID: ITGA1
Uniprot: Q3V391, Affymetrix: 1439713_at, GeneID: ITGA1
Uniprot: Q05DI0, Affymetrix: 1439713_at, GeneID: ITGA1
Uniprot: Q80ZX4, Affymetrix: 1438488_at, GeneID: ESD
Uniprot: Q9R0P3, Affymetrix: 1438488_at, GeneID: ESD
Uniprot: Q9CWI4, Affymetrix: 1438488_at, GeneID: ESD
Uniprot: Q8BK88, Affymetrix: 1455698_at, GeneID: SEC62
Uniprot: Q05DA2, Affymetrix: 1455698_at, GeneID: SEC62
Uniprot: Q8BU14, Affymetrix: 1455698_at, GeneID: SEC62
Uniprot: Q8CIK3, Affymetrix: 1455698_at, GeneID: SEC62
Uniprot: Q6NX81, Affymetrix: 1455698_at, GeneID: SEC62
Uniprot: Q9CRY0, Affymetrix: 1455698_at, GeneID: SEC62
Uniprot: Q8C797, Affymetrix: 1435751_at, GeneID: ABCC9
Uniprot: O08920, Affymetrix: 1435751_at, GeneID: ABCC9
Uniprot: O08902, Affymetrix: 1435751_at, GeneID: ABCC9
Uniprot: Q504N3, Affymetrix: 1435751_at, GeneID: ABCC9
Uniprot: P70171, Affymetrix: 1435751_at, GeneID: ABCC9
Uniprot: P70170, Affymetrix: 1435751_at, GeneID: ABCC9
Uniprot: Q9D5N6, Affymetrix: 1432131_at, GeneID: 4930404N11RIK
Uniprot: B9EI87, Affymetrix: 1432131_at, GeneID: 4930404N11RIK
Uniprot: A6H6Q4, Affymetrix: 1432131_at, GeneID: 4930404N11RIK
Uniprot: Q9JM61, Affymetrix: 1449621_s_at, GeneID: THSD1
Uniprot: Q05C26, Affymetrix: 1449621_s_at, GeneID: THSD1
Uniprot: Q9CUS1, Affymetrix: 1449621_s_at, GeneID: THSD1
Uniprot: Q8C7Q9, Affymetrix: 1449621_s_at, GeneID: THSD1
Uniprot: Q5SUQ0, Affymetrix: 1429209_at, GeneID: COL23A1
Uniprot: Q8K4G2, Affymetrix: 1429209_at, GeneID: COL23A1
Uniprot: Q3UX54, Affymetrix: 1447086_at, GeneID: SMC6
Uniprot: Q9D169, Affymetrix: 1447086_at, GeneID: SMC6
Uniprot: Q9CV94, Affymetrix: 1447086_at, GeneID: SMC6
Uniprot: Q499E1, Affymetrix: 1447086_at, GeneID: SMC6
Uniprot: Q9CSK7, Affymetrix: 1447086_at, GeneID: SMC6
Uniprot: Q8R0T4, Affymetrix: 1447086_at, GeneID: SMC6
Uniprot: Q3UFI5, Affymetrix: 1447086_at, GeneID: SMC6
Uniprot: Q9D6B2, Affymetrix: 1447086_at, GeneID: SMC6
Uniprot: Q8BFU9, Affymetrix: 1447086_at, GeneID: SMC6
Uniprot: Q5DTN2, Affymetrix: 1447086_at, GeneID: SMC6
Uniprot: Q9CZZ5, Affymetrix: 1447086_at, GeneID: SMC6
Uniprot: Q924W5, Affymetrix: 1447086_at, GeneID: SMC6
Uniprot: O88604, Affymetrix: 1422537_a_at, GeneID: ID2
Uniprot: Q545T4, Affymetrix: 1422537_a_at, GeneID: ID2
Uniprot: P41136, Affymetrix: 1422537_a_at, GeneID: ID2
Uniprot: Q8C3F9, Affymetrix: 1421278_s_at, GeneID: SPNA1
Uniprot: B2RWX6, Affymetrix: 1421278_s_at, GeneID: SPNA1
Uniprot: Q3UQ30, Affymetrix: 1421278_s_at, GeneID: SPNA1
Uniprot: P97502, Affymetrix: 1421278_s_at, GeneID: SPNA1
Uniprot: P08032, Affymetrix: 1421278_s_at, GeneID: SPNA1
Uniprot: Q02614, Affymetrix: 1459454_at, GeneID: SAP30BP
Uniprot: Q8VDJ5, Affymetrix: 1459454_at, GeneID: SAP30BP
Uniprot: Q8K2M2, Affymetrix: 1444078_at, GeneID: CD8A
Uniprot: P01731, Affymetrix: 1444078_at, GeneID: CD8A
Uniprot: Q8C2Q0, Affymetrix: 1444078_at, GeneID: CD8A
Uniprot: Q542K6, Affymetrix: 1444078_at, GeneID: CD8A
Uniprot: Q8CAX3, Affymetrix: 1444078_at, GeneID: CD8A
Uniprot: Q8C2L1, Affymetrix: 1444078_at, GeneID: CD8A
Uniprot: Q60965, Affymetrix: 1444078_at, GeneID: CD8A
Uniprot: Q61816, Affymetrix: 1444078_at, GeneID: CD8A
Uniprot: Q3UUV7, Affymetrix: 1444078_at, GeneID: CD8A
Uniprot: Q8BVZ3, Affymetrix: 1451247_at, GeneID: MFSD1
Uniprot: Q3TAG9, Affymetrix: 1451247_at, GeneID: MFSD1
Uniprot: Q3UWU0, Affymetrix: 1451247_at, GeneID: MFSD1
Uniprot: Q9DC37, Affymetrix: 1451247_at, GeneID: MFSD1
Uniprot: Q8BX62, Affymetrix: 1433778_at, GeneID: TNKS
Uniprot: Q6PFX9, Affymetrix: 1433778_at, GeneID: TNKS
Uniprot: Q8BND2, Affymetrix: 1433778_at, GeneID: TNKS
Uniprot: Q8CER7, Affymetrix: 1433778_at, GeneID: TNKS
Uniprot: Q6ZQK2, Affymetrix: 1431396_at, GeneID: IQGAP1
Uniprot: Q3TR56, Affymetrix: 1431396_at, GeneID: IQGAP1
Uniprot: Q8CGH5, Affymetrix: 1431396_at, GeneID: IQGAP1
Uniprot: Q9JKF1, Affymetrix: 1431396_at, GeneID: IQGAP1
Uniprot: Q8CC64, Affymetrix: 1431396_at, GeneID: IQGAP1
Uniprot: Q05CQ4, Affymetrix: 1431396_at, GeneID: IQGAP1
Uniprot: Q9D408, Affymetrix: 1431396_at, GeneID: IQGAP1
Uniprot: Q80UW7, Affymetrix: 1431396_at, GeneID: IQGAP1
Uniprot: Q8CDT3, Affymetrix: 1431396_at, GeneID: IQGAP1
Uniprot: Q3TPD2, Affymetrix: 1431396_at, GeneID: IQGAP1
Uniprot: Q3TU98, Affymetrix: 1431396_at, GeneID: IQGAP1
Uniprot: Q8CDW9, Affymetrix: 1431396_at, GeneID: IQGAP1
Uniprot: Q8BPA6, Affymetrix: 1431396_at, GeneID: IQGAP1
Uniprot: Q3TQX5, Affymetrix: 1423042_at, GeneID: DDX3X
Uniprot: O09143, Affymetrix: 1423042_at, GeneID: DDX3X
Uniprot: Q62167, Affymetrix: 1423042_at, GeneID: DDX3X
Uniprot: O09060, Affymetrix: 1423042_at, GeneID: DDX3X
Uniprot: Q8C7F6, Affymetrix: 1447686_at, GeneID: GPR137B
Uniprot: Q8BNQ3, Affymetrix: 1447686_at, GeneID: GPR137B
Uniprot: Q3UGH7, Affymetrix: 1447686_at, GeneID: GPR137B
Uniprot: Q9JHD9, Affymetrix: 1447686_at, GeneID: GPR137B
Uniprot: Q3T9U4, Affymetrix: 1447686_at, GeneID: GPR137B
Uniprot: Q99LK4, Affymetrix: 1447686_at, GeneID: GPR137B
Uniprot: Q9D5N6, Affymetrix: 1456443_at, GeneID: 4930404N11RIK
Uniprot: B9EI87, Affymetrix: 1456443_at, GeneID: 4930404N11RIK
Uniprot: A6H6Q4, Affymetrix: 1456443_at, GeneID: 4930404N11RIK
Uniprot: Q9D755, Affymetrix: 1432289_a_at, GeneID: JSRP1
Uniprot: Q3MI48, Affymetrix: 1432289_a_at, GeneID: JSRP1
Uniprot: Q9CTI2, Affymetrix: 1431211_s_at, GeneID: THEM5
Uniprot: Q9CQJ0, Affymetrix: 1431211_s_at, GeneID: THEM5
Uniprot: Q80Y69, Affymetrix: 1445616_at, GeneID: EIF4G3
Uniprot: Q3V075, Affymetrix: 1445616_at, GeneID: EIF4G3
Uniprot: Q6GQV5, Affymetrix: 1445616_at, GeneID: EIF4G3
Uniprot: Q8C6Q3, Affymetrix: 1445616_at, GeneID: EIF4G3
Uniprot: Q80XI3, Affymetrix: 1445616_at, GeneID: EIF4G3
Uniprot: A2AMI3, Affymetrix: 1445616_at, GeneID: EIF4G3
Uniprot: Q8CIH0, Affymetrix: 1445616_at, GeneID: EIF4G3
Uniprot: A2AMI2, Affymetrix: 1445616_at, GeneID: EIF4G3
Uniprot: Q8BQF3, Affymetrix: 1445616_at, GeneID: EIF4G3
Uniprot: A2AMI7, Affymetrix: 1445616_at, GeneID: EIF4G3
Uniprot: Q6DI78, Affymetrix: 1445616_at, GeneID: EIF4G3
Uniprot: Q8BJ68, Affymetrix: 1445616_at, GeneID: EIF4G3
Uniprot: Q8BQR8, Affymetrix: 1445616_at, GeneID: EIF4G3
Uniprot: A2AMI6, Affymetrix: 1445616_at, GeneID: EIF4G3
Uniprot: A2AMI4, Affymetrix: 1445616_at, GeneID: EIF4G3
Uniprot: Q3UF82, Affymetrix: 1453104_at, GeneID: MAPK1
Uniprot: Q3V1U6, Affymetrix: 1453104_at, GeneID: MAPK1
Uniprot: O35558, Affymetrix: 1453104_at, GeneID: MAPK1
Uniprot: Q922X7, Affymetrix: 1453104_at, GeneID: MAPK1
Uniprot: P27703, Affymetrix: 1453104_at, GeneID: MAPK1
Uniprot: P63085, Affymetrix: 1453104_at, GeneID: MAPK1
Uniprot: Q3UX54, Affymetrix: 1422909_at, GeneID: SMC6
Uniprot: Q9D169, Affymetrix: 1422909_at, GeneID: SMC6
Uniprot: Q9CV94, Affymetrix: 1422909_at, GeneID: SMC6
Uniprot: Q499E1, Affymetrix: 1422909_at, GeneID: SMC6
Uniprot: Q9CSK7, Affymetrix: 1422909_at, GeneID: SMC6
Uniprot: Q8R0T4, Affymetrix: 1422909_at, GeneID: SMC6
Uniprot: Q3UFI5, Affymetrix: 1422909_at, GeneID: SMC6
Uniprot: Q9D6B2, Affymetrix: 1422909_at, GeneID: SMC6
Uniprot: Q8BFU9, Affymetrix: 1422909_at, GeneID: SMC6
Uniprot: Q5DTN2, Affymetrix: 1422909_at, GeneID: SMC6
Uniprot: Q9CZZ5, Affymetrix: 1422909_at, GeneID: SMC6
Uniprot: Q924W5, Affymetrix: 1422909_at, GeneID: SMC6
Uniprot: Q99NE4, Affymetrix: 1429379_at, GeneID: LYVE1
Uniprot: Q3TUC1, Affymetrix: 1429379_at, GeneID: LYVE1
Uniprot: Q8BHC0, Affymetrix: 1429379_at, GeneID: LYVE1
Uniprot: Q6ZPN5, Affymetrix: 1420033_s_at, GeneID: PPP2R2D
Uniprot: Q925E7, Affymetrix: 1420033_s_at, GeneID: PPP2R2D
Uniprot: Q3UK94, Affymetrix: 1424539_at, GeneID: UBL4
Uniprot: Q91V47, Affymetrix: 1424539_at, GeneID: UBL4
Uniprot: P21126, Affymetrix: 1424539_at, GeneID: UBL4
Uniprot: Q684Q9, Affymetrix: 1424539_at, GeneID: UBL4
Uniprot: Q9QXG4, Affymetrix: 1422478_a_at, GeneID: ACSS2
Uniprot: Q8C113, Affymetrix: 1422478_a_at, GeneID: ACSS2
Uniprot: Q8BY91, Affymetrix: 1422478_a_at, GeneID: ACSS2
Uniprot: Q8C1A8, Affymetrix: 1422478_a_at, GeneID: ACSS2
Uniprot: Q8C141, Affymetrix: 1422478_a_at, GeneID: ACSS2
Uniprot: Q8BK97, Affymetrix: 1422478_a_at, GeneID: ACSS2
Uniprot: Q8N9U3, Affymetrix: 1422478_a_at, GeneID: ACSS2
Uniprot: Q91VZ4, Affymetrix: 1448444_at, GeneID: RPE
Uniprot: Q8VEE0, Affymetrix: 1448444_at, GeneID: RPE
Uniprot: Q3UDM8, Affymetrix: 1448444_at, GeneID: RPE
Uniprot: Q9CQZ3, Affymetrix: 1448444_at, GeneID: RPE
Uniprot: Q9BSB5, Affymetrix: 1448444_at, GeneID: RPE
Uniprot: Q62505, Affymetrix: 1448444_at, GeneID: RPE
Uniprot: B2KGE9, Affymetrix: 1448444_at, GeneID: RPE
Uniprot: Q8C130, Affymetrix: 1448444_at, GeneID: RPE
Uniprot: Q03265, Affymetrix: 1420037_at, GeneID: ATP5A1
Uniprot: Q3TPR0, Affymetrix: 1420037_at, GeneID: ATP5A1
Uniprot: Q3TPV3, Affymetrix: 1420037_at, GeneID: ATP5A1
Uniprot: Q543Y6, Affymetrix: 1420037_at, GeneID: ATP5A1
Uniprot: Q3UIR7, Affymetrix: 1420037_at, GeneID: ATP5A1
Uniprot: Q3TFN0, Affymetrix: 1420037_at, GeneID: ATP5A1
Uniprot: Q3TZU3, Affymetrix: 1420037_at, GeneID: ATP5A1
Uniprot: Q3THN8, Affymetrix: 1420037_at, GeneID: ATP5A1
Uniprot: Q69ZP6, Affymetrix: 1417224_a_at, GeneID: CD2BP2
Uniprot: Q3TJX5, Affymetrix: 1417224_a_at, GeneID: CD2BP2
Uniprot: Q9CWK3, Affymetrix: 1417224_a_at, GeneID: CD2BP2
Uniprot: Q3U4A3, Affymetrix: 1417224_a_at, GeneID: CD2BP2
Uniprot: Q8C6X8, Affymetrix: 1433615_at, GeneID: TMEM117
Uniprot: Q8BH18, Affymetrix: 1433615_at, GeneID: TMEM117
Uniprot: Q9ESQ2, Affymetrix: 1425476_at, GeneID: COL4A5
Uniprot: Q61436, Affymetrix: 1425476_at, GeneID: COL4A5
Uniprot: Q3TP61, Affymetrix: 1425476_at, GeneID: COL4A5
Uniprot: P70165, Affymetrix: 1425476_at, GeneID: COL4A5
Uniprot: Q63ZW6, Affymetrix: 1425476_at, GeneID: COL4A5
Uniprot: Q8BNS7, Affymetrix: 1425476_at, GeneID: COL4A5
Uniprot: Q80V57, Affymetrix: 1425476_at, GeneID: COL4A5
Uniprot: Q3UXL9, Affymetrix: 1417861_at, GeneID: CCNC
Uniprot: Q5XKQ9, Affymetrix: 1417861_at, GeneID: CCNC
Uniprot: Q6P6A2, Affymetrix: 1417861_at, GeneID: CCNC
Uniprot: Q497T2, Affymetrix: 1417861_at, GeneID: CCNC
Uniprot: Q8CAS3, Affymetrix: 1417861_at, GeneID: CCNC
Uniprot: Q9WUZ4, Affymetrix: 1417861_at, GeneID: CCNC
Uniprot: Q62447, Affymetrix: 1417861_at, GeneID: CCNC
Uniprot: Q05C55, Affymetrix: 1417861_at, GeneID: CCNC
Uniprot: Q0P542, Affymetrix: 1417861_at, GeneID: CCNC
Uniprot: Q3U6Q7, Affymetrix: 1417861_at, GeneID: CCNC
Uniprot: Q61840, Affymetrix: 1417861_at, GeneID: CCNC
Uniprot: Q05BN1, Affymetrix: 1417861_at, GeneID: CCNC
Uniprot: Q5PPR1, Affymetrix: 1417861_at, GeneID: CCNC
Uniprot: Q8C7V6, Affymetrix: 1459270_at, GeneID: ABCC1
Uniprot: Q3UDM1, Affymetrix: 1459270_at, GeneID: ABCC1
Uniprot: A5D6P3, Affymetrix: 1459270_at, GeneID: ABCC1
Uniprot: Q8BRD0, Affymetrix: 1459270_at, GeneID: ABCC1
Uniprot: O35379, Affymetrix: 1459270_at, GeneID: ABCC1
Uniprot: Q9JL41, Affymetrix: 1459270_at, GeneID: ABCC1
Uniprot: Q8C3F9, Affymetrix: 1421277_at, GeneID: SPNA1
Uniprot: B2RWX6, Affymetrix: 1421277_at, GeneID: SPNA1
Uniprot: Q3UQ30, Affymetrix: 1421277_at, GeneID: SPNA1
Uniprot: P97502, Affymetrix: 1421277_at, GeneID: SPNA1
Uniprot: P08032, Affymetrix: 1421277_at, GeneID: SPNA1
Uniprot: Q925V0, Affymetrix: 1458489_at, GeneID: PRKAG1
Uniprot: Q2VPC9, Affymetrix: 1458489_at, GeneID: PRKAG1
Uniprot: Q5PRE8, Affymetrix: 1458489_at, GeneID: PRKAG1
Uniprot: Q3TWR3, Affymetrix: 1458489_at, GeneID: PRKAG1
Uniprot: O54950, Affymetrix: 1458489_at, GeneID: PRKAG1
Uniprot: Q8K381, Affymetrix: 1424878_at, GeneID: LRCH4
Uniprot: Q8C2M4, Affymetrix: 1424878_at, GeneID: LRCH4
Uniprot: Q921G6, Affymetrix: 1424878_at, GeneID: LRCH4
Uniprot: Q6KAP0, Affymetrix: 1424878_at, GeneID: LRCH4
Uniprot: Q6PGJ3, Affymetrix: 1421958_at, GeneID: L1CAM
Uniprot: A2AFG6, Affymetrix: 1421958_at, GeneID: L1CAM
Uniprot: A2AFG5, Affymetrix: 1421958_at, GeneID: L1CAM
Uniprot: A2AFG8, Affymetrix: 1421958_at, GeneID: L1CAM
Uniprot: A2AFG7, Affymetrix: 1421958_at, GeneID: L1CAM
Uniprot: P11627, Affymetrix: 1421958_at, GeneID: L1CAM
Uniprot: Q9QYQ7, Affymetrix: 1421958_at, GeneID: L1CAM
Uniprot: Q684Q2, Affymetrix: 1421958_at, GeneID: L1CAM
Uniprot: Q3UX54, Affymetrix: 1417736_at, GeneID: SMC6
Uniprot: Q9D169, Affymetrix: 1417736_at, GeneID: SMC6
Uniprot: Q9CV94, Affymetrix: 1417736_at, GeneID: SMC6
Uniprot: Q499E1, Affymetrix: 1417736_at, GeneID: SMC6
Uniprot: Q9CSK7, Affymetrix: 1417736_at, GeneID: SMC6
Uniprot: Q8R0T4, Affymetrix: 1417736_at, GeneID: SMC6
Uniprot: Q3UFI5, Affymetrix: 1417736_at, GeneID: SMC6
Uniprot: Q9D6B2, Affymetrix: 1417736_at, GeneID: SMC6
Uniprot: Q8BFU9, Affymetrix: 1417736_at, GeneID: SMC6
Uniprot: Q5DTN2, Affymetrix: 1417736_at, GeneID: SMC6
Uniprot: Q9CZZ5, Affymetrix: 1417736_at, GeneID: SMC6
Uniprot: Q924W5, Affymetrix: 1417736_at, GeneID: SMC6
Uniprot: P35550, Affymetrix: 1416684_at, GeneID: FBL
Uniprot: Q99L58, Affymetrix: 1416684_at, GeneID: FBL
Uniprot: Q3UJS2, Affymetrix: 1416684_at, GeneID: FBL
Uniprot: Q8C7F6, Affymetrix: 1449671_at, GeneID: GPR137B
Uniprot: Q8BNQ3, Affymetrix: 1449671_at, GeneID: GPR137B
Uniprot: Q3UGH7, Affymetrix: 1449671_at, GeneID: GPR137B
Uniprot: Q9JHD9, Affymetrix: 1449671_at, GeneID: GPR137B
Uniprot: Q3T9U4, Affymetrix: 1449671_at, GeneID: GPR137B
Uniprot: Q99LK4, Affymetrix: 1449671_at, GeneID: GPR137B
Uniprot: Q8K4G4, Affymetrix: 1454708_at, GeneID: ABLIM1
Uniprot: Q9EPW6, Affymetrix: 1454708_at, GeneID: ABLIM1
Uniprot: Q8K4G3, Affymetrix: 1454708_at, GeneID: ABLIM1
Uniprot: Q8K4G5, Affymetrix: 1454708_at, GeneID: ABLIM1
Uniprot: Q8BIR9, Affymetrix: 1454708_at, GeneID: ABLIM1
Uniprot: Q3UP03, Affymetrix: 1454708_at, GeneID: ABLIM1
Uniprot: Q3TAG5, Affymetrix: 1454708_at, GeneID: ABLIM1
Uniprot: Q3U4R9, Affymetrix: 1454708_at, GeneID: ABLIM1
Uniprot: Q8K278, Affymetrix: 1454708_at, GeneID: ABLIM1
Uniprot: Q80U86, Affymetrix: 1454708_at, GeneID: ABLIM1
Uniprot: Q91VZ4, Affymetrix: 1416706_at, GeneID: RPE
Uniprot: Q8VEE0, Affymetrix: 1416706_at, GeneID: RPE
Uniprot: Q3UDM8, Affymetrix: 1416706_at, GeneID: RPE
Uniprot: Q9CQZ3, Affymetrix: 1416706_at, GeneID: RPE
Uniprot: Q9BSB5, Affymetrix: 1416706_at, GeneID: RPE
Uniprot: Q62505, Affymetrix: 1416706_at, GeneID: RPE
Uniprot: B2KGE9, Affymetrix: 1416706_at, GeneID: RPE
Uniprot: Q8C130, Affymetrix: 1416706_at, GeneID: RPE
Uniprot: Q3UXL9, Affymetrix: 1432754_at, GeneID: CCNC
Uniprot: Q5XKQ9, Affymetrix: 1432754_at, GeneID: CCNC
Uniprot: Q6P6A2, Affymetrix: 1432754_at, GeneID: CCNC
Uniprot: Q497T2, Affymetrix: 1432754_at, GeneID: CCNC
Uniprot: Q8CAS3, Affymetrix: 1432754_at, GeneID: CCNC
Uniprot: Q9WUZ4, Affymetrix: 1432754_at, GeneID: CCNC
Uniprot: Q62447, Affymetrix: 1432754_at, GeneID: CCNC
Uniprot: Q05C55, Affymetrix: 1432754_at, GeneID: CCNC
Uniprot: Q0P542, Affymetrix: 1432754_at, GeneID: CCNC
Uniprot: Q3U6Q7, Affymetrix: 1432754_at, GeneID: CCNC
Uniprot: Q61840, Affymetrix: 1432754_at, GeneID: CCNC
Uniprot: Q05BN1, Affymetrix: 1432754_at, GeneID: CCNC
Uniprot: Q5PPR1, Affymetrix: 1432754_at, GeneID: CCNC
Uniprot: Q91V58, Affymetrix: 1437644_at, GeneID: B3GALT2
Uniprot: Q8BH19, Affymetrix: 1437644_at, GeneID: B3GALT2
Uniprot: O54905, Affymetrix: 1437644_at, GeneID: B3GALT2
Uniprot: Q8CBX4, Affymetrix: 1437644_at, GeneID: B3GALT2
Uniprot: Q91VE9, Affymetrix: 1437644_at, GeneID: B3GALT2
Uniprot: Q920V4, Affymetrix: 1437644_at, GeneID: B3GALT2
Uniprot: Q920V3, Affymetrix: 1437644_at, GeneID: B3GALT2
Uniprot: Q91V19, Affymetrix: 1437644_at, GeneID: B3GALT2
Uniprot: Q8C7V6, Affymetrix: 1446002_at, GeneID: ABCC1
Uniprot: Q3UDM1, Affymetrix: 1446002_at, GeneID: ABCC1
Uniprot: A5D6P3, Affymetrix: 1446002_at, GeneID: ABCC1
